Unnamed: 0,SEM 1 SGPA,SEM 1 KT,SEM 2 SGPA,SEM 2 KT,SEM 3 SGPA,SEM 3 KT,SEM 4 SGPA,SEM 4 KT,Attandance,label
923,5.8,1,5.5,2,6.0,1,6.1,0,2,1
924,6.53,0,6.81,0,7.14,0,7.86,0,3,1
925,8.2,0,6.2,0,6.8,0,7.2,0,3,1
926,4.2,1,4.2,2,3.5,2,4.4,1,5,0
927,5.7,2,5.85,1,5.6,2,6.0,0,3,1
928,7.2,0,7.96,0,6.39,0,7.3,0,2,1
929,6.12,0,7.82,0,6.58,0,7.1,0,3,1
930,6.3,0,6.5,0,5.5,0,5.9,0,4,1
931,6.67,0,5.8,2,6.2,0,6.3,0,5,1
932,3.9,3,3.4,2,4.1,2,4.3,1,5,0
933,7.56,0,8.41,0,9.46,0,9.3,0,1,1
934,4.34,1,4.98,2,4.19,1,4.28,2,5,0
935,4.5,2,3.9,2,4.6,1,3.6,1,5,0
936,7.4,2,5.8,2,5.9,1,5.2,0,4,1
937,4.2,2,3.8,1,4.7,2,3.8,1,5,0
938,3.9,3,3.5,1,3.7,2,3.3,1,5,0
939,4.7,2,3.2,2,3.8,2,4.9,0,5,0
940,4.2,1,4.1,2,3.6,1,3.4,1,5,0
941,3.6,1,3.95,2,4.25,1,3.94,2,5,0
942,8.25,0,8.2,0,8.26,0,8.3,0,2,1
943,5.9,1,5.6,1,6.0,2,6.1,0,4,1
944,5.9,2,5.8,2,5.6,1,5.9,0,2,1
945,7.5,0,7.2,0,6.27,0,7.1,0,2,1
946,4.64,1,4.44,2,4.72,2,4.35,1,5,0
947,7.56,0,8.41,0,9.46,0,9.3,0,1,1
948,7.89,0,7.93,0,8.27,0,8.0,0,2,1
949,9.52,0,9.24,0,10.0,0,9.8,0,1,1
950,3.9,2,3.5,1,4.1,2,4.2,2,5,0
951,7.2,0,7.1,0,6.11,0,6.67,0,4,1
952,3.7,1,4.9,2,4.2,2,4.7,2,3,0
953,9.48,0,9.69,0,8.89,0,8.9,0,1,1
954,7.4,2,5.8,2,5.9,1,5.2,0,4,1
955,7.87,0,7.15,0,7.42,0,7.5,0,2,1
956,4.66,4,4.68,1,4.28,1,4.27,0,5,0
957,4.2,1,3.4,2,3.8,3,3.5,2,5,0
958,7.7,0,7.63,0,9.85,0,8.8,0,2,1
959,7.2,0,7.1,0,6.11,0,6.67,0,4,1
960,6.1,0,6.09,0,6.0,0,6.1,0,3,1
961,4.2,2,4.3,3,4.7,1,3.1,3,5,0
962,8.3,0,8.7,0,8.2,0,8.1,0,2,1
963,4.78,2,4.65,2,4.61,1,4.21,1,4,0
964,3.8,2,4.1,1,3.72,1,4.2,2,3,0
965,4.2,2,3.2,2,3.5,2,3.8,0,5,0
966,4.9,4,3.95,1,4.1,2,3.7,1,5,0
967,9.05,0,9.0,0,9.1,0,9.2,0,3,1
968,7.65,0,6.76,0,6.62,0,6.9,0,4,1
969,5.65,0,5.7,2,5.9,2,5.8,0,3,1
970,9.16,0,8.56,0,7.22,0,7.0,0,1,1
971,4.78,2,4.65,2,4.61,1,4.21,1,4,0
972,6.69,0,6.8,1,6.42,0,6.5,0,2,1
973,5.8,0,5.9,1,5.9,0,6.0,0,3,1
974,6.2,1,6.2,1,6.3,2,5.6,0,2,1
975,3.6,1,3.5,1,3.7,2,4.1,1,5,0
976,7.79,0,8.77,0,7.91,0,8.0,0,3,1
977,9.08,0,9.62,0,9.48,0,9.4,0,1,1
978,6.53,0,6.81,0,7.14,0,7.86,0,3,1
979,4.9,4,3.95,1,4.1,2,3.7,1,5,0
980,7.87,0,7.15,0,7.42,0,7.5,0,2,1
981,5.5,0,6.0,0,6.1,0,6.2,0,5,1
982,5.6,2,5.8,2,5.8,1,6.2,0,5,1
983,5.14,0,5.2,2,5.6,1,5.9,0,3,1
984,5.67,0,5.8,1,5.17,0,5.6,0,1,1
985,3.9,2,3.4,2,4.2,2,3.7,0,4,0
986,7.8,0,7.2,0,7.8,0,7.2,0,2,1
987,4.1,2,4.6,3,4.2,1,4.8,3,5,0
988,4.0,2,4.5,2,4.6,1,4.8,1,4,0
989,8.32,0,8.16,0,7.41,0,7.6,0,3,1
990,6.3,0,6.5,0,5.5,0,5.9,0,4,1
991,3.8,2,3.6,1,3.4,3,3.7,2,5,0
992,4.64,1,4.21,1,4.31,1,4.19,1,5,0
993,8.57,0,8.22,0,8.08,0,8.8,0,1,1
994,5.65,0,5.7,2,5.9,2,5.8,0,3,1
995,6.3,0,6.5,0,5.5,0,5.9,0,4,1
996,7.89,0,7.93,0,8.27,0,8.0,0,2,1
997,4.24,1,4.58,1,4.65,2,4.87,1,4,0
998,6.51,0,7.42,0,6.73,0,7.0,0,3,1
999,7.04,0,7.85,0,6.32,0,6.68,0,3,1
1000,6.3,0,6.2,0,6.8,0,6.7,0,2,1
1001,5.7,2,5.85,1,5.6,2,6.0,0,3,1
1002,7.68,0,7.02,0,7.02,0,7.0,0,4,1
1003,7.3,0,7.2,1,6.77,0,6.9,0,2,1
1004,3.7,2,4.2,1,3.9,1,4.2,2,5,0
1005,6.53,0,6.81,0,7.14,0,7.86,0,3,1
1006,6.67,0,6.69,0,6.86,0,7.67,0,3,1
1007,5.9,2,5.8,2,5.6,1,5.9,0,2,1
1008,6.53,0,6.81,0,7.14,0,7.86,0,3,1
1009,5.9,0,5.6,0,5.8,1,6.1,0,5,1
1010,5.93,0,5.2,0,5.4,0,6.8,0,4,1
1011,7.22,0,7.04,0,7.5,0,7.0,0,2,1
1012,7.89,0,7.37,0,7.65,0,7.6,0,1,1
1013,5.9,0,5.6,0,5.8,1,6.1,0,5,1
1014,3.4,2,3.5,2,3.6,1,3.9,1,5,0
1015,5.67,0,5.8,1,5.17,0,5.6,0,1,1
1016,9.42,0,9.34,0,8.02,0,7.84,0,3,1
1017,4.0,1,4.2,1,4.3,2,3.7,2,4,0
1018,3.6,1,3.95,2,4.25,1,3.94,2,5,0
1019,7.2,0,7.96,0,6.39,0,7.3,0,2,1
1020,8.89,0,8.26,0,8.04,0,8.5,0,2,1
1021,4.1,1,3.5,1,3.6,2,3.7,2,5,0
1022,7.6,0,8.4,0,7.78,0,7.9,0,1,1
1023,4.24,1,4.58,1,4.65,2,4.87,1,4,0
1024,5.67,0,6.81,0,6.6,2,6.5,0,3,1
1025,6.67,0,5.8,2,6.2,0,6.3,0,5,1
1026,3.5,2,4.1,1,3.9,1,3.7,2,5,0
1027,6.3,0,6.5,0,5.5,0,5.9,0,4,1
1028,9.21,0,10.0,0,9.35,0,9.0,0,2,1
1029,3.8,1,3.9,2,4.6,1,3.9,2,5,0
1030,4.1,1,3.5,1,3.6,2,3.7,2,5,0
1031,7.6,0,8.4,0,7.78,0,7.9,0,1,1
1032,7.5,0,7.2,0,6.27,0,7.1,0,2,1
1033,5.14,0,5.2,2,5.6,1,5.9,0,3,1
1034,4.2,2,3.2,2,3.5,2,3.8,0,5,0
1035,7.04,0,7.0,0,7.38,0,7.6,0,2,1
1036,6.89,0,7.6,0,7.9,0,7.8,0,1,1
1037,6.1,0,6.09,0,6.0,0,6.1,0,3,1
1038,4.2,2,4.3,3,4.7,1,3.1,3,5,0
1039,7.8,0,7.2,0,7.8,0,7.2,0,2,1
1040,6.12,0,7.82,0,6.58,0,7.1,0,3,1
1041,5.56,0,8.41,0,6.04,0,6.2,0,3,1
1042,6.0,0,5.0,0,7.0,0,6.5,0,4,1
1043,8.3,0,8.12,0,9.35,0,7.3,0,3,1
1044,8.12,0,7.93,0,8.0,0,8.1,0,2,1
1045,8.3,0,8.7,0,8.2,0,8.1,0,2,1
1046,4.34,1,4.98,2,4.19,1,4.28,2,5,0
1047,4.2,1,4.6,1,3.8,1,3.1,1,4,0
1048,3.9,3,3.5,1,3.7,2,3.3,1,5,0
1049,6.3,0,6.2,0,6.8,0,6.7,0,2,1
1050,5.56,0,9.24,0,6.15,0,9.0,0,3,1
1051,6.0,1,5.9,2,5.8,1,5.9,0,2,1
1052,3.4,1,3.7,2,3.2,1,3.4,2,5,0
1053,7.2,0,7.1,0,6.43,0,7.3,0,5,1
1054,8.2,0,7.9,0,9.3,0,9.0,0,3,1
1055,7.2,0,7.26,0,7.5,0,8.0,0,3,1
1056,6.7,0,6.67,0,6.69,0,6.9,0,2,1
1057,9.21,0,9.38,0,9.43,0,9.1,0,2,1
1058,9.21,0,10.0,0,9.35,0,9.0,0,2,1
1059,7.41,0,8.0,0,8.54,0,8.1,0,1,1
1060,4.66,4,4.68,1,4.28,1,4.27,0,5,0
1061,3.4,2,4.2,1,4.7,3,4.2,2,5,0
1062,3.7,1,4.9,2,4.2,2,4.7,2,3,0
1063,7.44,0,7.41,0,8.32,0,8.29,0,2,1
1064,9.21,0,9.38,0,9.43,0,9.1,0,2,1
1065,6.3,0,6.5,0,5.5,0,5.9,0,4,1
1066,4.2,2,4.3,3,4.7,1,3.1,3,5,0
1067,9.21,1,8.35,0,6.7,2,8.1,0,2,1
1068,7.5,0,7.2,0,6.27,0,7.1,0,2,1
1069,4.2,1,3.4,2,3.8,3,3.5,2,5,0
1070,4.5,2,4.2,3,4.3,1,3.6,2,5,0
1071,6.1,2,6.1,1,6.5,2,5.9,0,3,1
1072,4.4,1,4.9,1,4.2,4,3.7,0,5,0
1073,4.0,3,3.9,2,3.4,1,3.8,0,5,0
1074,3.8,2,4.1,1,3.72,1,4.2,2,3,0
1075,5.6,1,5.8,1,5.7,2,6.2,0,1,1
1076,4.5,1,3.9,3,3.5,1,4.1,2,5,0
1077,7.8,0,7.2,0,7.8,0,7.2,0,2,1
1078,4.2,3,3.8,2,3.4,1,3.7,0,5,0
1079,3.8,1,3.7,3,3.3,2,3.2,0,4,0
1080,7.9,0,7.8,0,6.62,0,6.8,0,2,1
1081,4.2,1,4.2,2,3.5,2,4.4,1,5,0
1082,6.19,0,6.2,1,6.15,1,7.0,0,4,1
1083,8.67,0,8.12,0,7.98,0,9.18,0,3,1
1084,3.4,1,3.7,2,3.2,1,3.4,2,5,0
1085,4.9,2,4.8,2,4.2,1,4.6,1,5,0
1086,9.08,0,9.62,0,9.48,0,9.4,0,1,1
1087,7.2,0,7.1,0,6.43,0,7.3,0,5,1
1088,8.2,0,6.2,0,6.8,0,7.2,0,3,1
1089,7.56,0,8.41,0,9.46,0,8.0,0,1,1
1090,9.21,0,9.13,0,5.9,0,8.9,0,1,1
1091,4.4,1,4.9,1,4.2,4,3.7,0,5,0
1092,3.6,2,3.8,2,3.7,2,4.1,3,5,0
1093,4.25,1,4.8,3,4.65,2,4.85,0,5,0
1094,3.6,1,3.7,1,4.6,2,4.2,1,5,0
1095,5.6,2,5.8,2,5.8,1,6.2,0,5,1
1096,6.6,0,8.1,0,7.5,0,6.8,0,5,1
1097,6.89,0,7.0,0,6.2,0,6.4,0,3,1
1098,5.6,2,5.8,2,5.8,1,6.2,0,5,1
1099,3.7,1,3.4,1,3.9,1,3.2,1,5,0
1100,3.8,2,4.1,1,3.72,1,4.2,2,3,0
1101,3.8,3,4.8,3,3.2,2,4.9,1,5,0
1102,6.67,1,8.41,2,8.0,1,6.2,0,2,1
1103,5.1,2,5.2,0,5.6,1,5.4,0,3,1
1104,3.8,3,4.8,3,3.2,2,4.9,1,5,0
1105,5.6,1,5.7,1,5.2,1,5.7,0,2,1
1106,4.0,2,4.5,2,4.6,1,4.8,1,4,0
1107,3.25,2,3.7,2,4.2,1,4.13,1,5,0
1108,5.14,0,5.2,2,5.6,1,5.9,0,3,1
1109,6.1,0,6.2,0,6.35,0,6.5,0,4,1
1110,6.89,0,7.6,0,7.9,0,7.8,0,1,1
1111,9.12,0,9.4,0,8.7,0,8.6,0,4,1
1112,3.8,1,3.4,1,4.1,2,4.3,1,5,0
1113,5.56,0,8.41,0,6.04,0,6.2,0,3,1
1114,3.6,1,3.8,2,3.4,2,3.3,1,3,0
1115,8.15,0,7.8,0,8.18,0,9.0,0,3,1
1116,4.33,1,4.82,2,4.67,2,4.9,1,3,0
1117,5.8,1,5.2,1,5.3,0,5.9,0,1,1
1118,6.6,0,5.5,2,5.9,1,6.0,0,2,1
1119,4.33,1,4.82,2,4.67,2,4.9,1,3,0
1120,9.21,1,8.35,0,6.7,2,8.1,0,2,1
1121,3.4,2,3.5,2,4.6,1,3.5,1,5,0
1122,4.0,2,4.5,2,4.6,1,4.8,1,4,0
1123,5.6,2,5.8,2,5.8,1,6.2,0,5,1
1124,4.78,2,4.65,2,4.61,1,4.21,1,4,0
1125,7.04,0,7.85,0,6.32,0,6.68,0,3,1
1126,3.4,2,3.5,2,4.6,1,3.5,1,5,0
1127,7.2,0,7.26,0,7.5,0,8.0,0,3,1
1128,3.7,2,4.2,1,3.9,1,4.2,2,5,0
1129,5.6,1,5.7,1,5.2,1,5.7,0,2,1
1130,7.74,0,7.5,1,7.73,0,7.8,0,2,1
1131,3.8,1,4.2,2,4.6,2,3.5,2,3,0
1132,7.07,0,7.81,0,7.11,0,7.32,0,2,1
1133,3.9,2,3.5,1,4.1,2,4.2,2,5,0
1134,6.2,0,6.3,0,6.0,0,5.6,0,4,1
1135,7.2,0,7.1,0,6.11,0,6.67,0,4,1
1136,5.9,0,5.6,0,5.8,1,6.1,0,5,1
1137,3.5,1,3.4,2,4.0,2,4.1,2,5,0
1138,8.3,0,8.7,0,8.2,0,8.1,0,2,1
1139,6.51,0,7.42,0,6.73,0,7.0,0,3,1
1140,6.2,1,6.3,2,5.9,1,5.8,0,4,1
1141,7.74,0,7.5,1,7.73,0,7.8,0,2,1
1142,9.21,0,10.0,0,9.35,0,9.0,0,2,1
1143,4.64,1,4.44,2,4.72,2,4.35,1,5,0
1144,8.2,0,6.2,0,6.8,0,7.2,0,3,1
1145,6.0,1,6.15,0,6.2,2,5.9,0,4,1
1146,4.2,1,3.9,1,3.5,2,3.6,2,5,0
1147,4.54,2,4.78,1,4.32,1,4.23,1,5,0
1148,8.3,0,8.7,0,8.2,0,8.1,0,2,1
1149,3.8,1,4.2,2,4.6,2,3.5,2,3,0
1150,8.0,0,8.56,0,7.22,0,7.6,0,1,1
1151,4.6,1,3.5,1,4.6,2,3.9,1,5,0
1152,6.3,0,6.2,0,6.8,0,6.7,0,2,1
1153,4.97,1,4.87,2,4.15,1,4.0,1,5,0
1154,3.9,2,3.4,1,4.2,2,4.1,1,5,0
1155,5.56,0,8.41,0,6.04,0,6.2,0,3,1
1156,6.12,0,7.82,0,6.58,0,7.1,0,3,1
1157,6.0,0,5.0,0,7.0,0,6.5,0,4,1
1158,8.3,0,8.74,0,7.25,0,9.0,0,1,1
1159,3.7,1,4.9,2,3.7,1,3.5,1,3,0
1160,5.8,0,5.9,0,5.92,0,6.0,0,2,1
1161,4.54,2,4.78,1,4.32,1,4.23,1,5,0
1162,3.5,2,3.5,2,3.8,1,4.1,2,5,0
1163,3.9,1,3.7,2,4.4,2,4.5,3,5,0
1164,4.2,1,3.4,2,3.8,3,3.5,2,5,0
1165,8.19,0,8.5,0,8.26,0,8.3,0,2,1
1166,4.1,1,3.5,1,3.6,2,3.7,2,5,0
1167,4.0,3,3.9,2,3.4,1,3.8,0,5,0
1168,9.08,0,9.62,0,9.48,0,9.4,0,1,1
1169,3.7,2,4.2,1,3.9,1,4.2,2,5,0
1170,9.08,0,9.62,0,9.48,0,9.4,0,1,1
1171,8.67,0,8.56,0,8.89,0,9.52,0,1,1
1172,7.1,0,7.2,0,6.88,0,6.9,0,3,1
1173,3.5,2,4.1,1,3.9,1,3.7,2,5,0
1174,4.64,1,4.44,2,4.72,2,4.35,1,5,0
1175,6.1,2,6.1,1,6.5,2,5.9,0,3,1
1176,7.6,0,8.4,0,7.78,0,7.9,0,1,1
1177,3.6,1,3.7,1,4.1,1,3.4,3,5,0
1178,6.67,0,5.8,2,6.2,0,6.3,0,5,1
1179,7.79,0,8.5,0,8.04,0,8.4,0,3,1
1180,3.5,1,4.2,1,4.9,1,4.7,1,5,0
1181,9.58,0,9.46,0,8.2,0,7.1,0,1,1
1182,4.7,2,3.2,2,3.8,2,4.9,0,5,0
1183,7.07,0,7.81,0,7.11,0,7.32,0,2,1
1184,5.6,1,5.8,1,5.7,2,6.2,0,1,1
1185,7.74,0,7.5,1,7.73,0,7.8,0,2,1
1186,8.15,0,7.8,0,8.18,0,9.0,0,3,1
1187,4.9,2,4.8,2,4.2,1,4.6,1,5,0
1188,9.21,1,8.35,0,6.7,2,8.1,0,2,1
1189,7.2,0,7.1,0,6.43,0,7.3,0,5,1
1190,5.7,2,5.85,1,5.6,2,6.0,0,3,1
1191,3.9,2,3.5,1,4.1,2,4.2,2,5,0
1192,3.6,1,3.5,1,4.2,2,4.1,2,5,0
1193,3.8,1,3.7,3,3.3,2,3.2,0,4,0
1194,8.78,0,8.64,0,7.93,0,8.96,0,2,1
1195,8.0,0,7.85,0,8.54,0,8.1,0,2,1
1196,4.32,1,4.89,1,4.98,1,4.25,2,5,0
1197,4.79,1,4.59,1,4.67,2,4.12,2,5,0
1198,3.8,1,3.4,1,4.1,2,4.3,1,5,0
1199,4.85,1,4.95,1,4.67,2,4.37,1,5,0
1200,6.53,0,6.81,0,7.14,0,7.86,0,3,1
1201,9.42,0,9.34,0,8.02,0,7.84,0,3,1
1202,8.89,0,8.26,0,8.04,0,8.5,0,2,1
1203,6.69,0,6.8,1,6.42,0,6.5,0,2,1
1204,3.6,1,3.95,2,4.25,1,3.94,2,5,0
1205,8.67,0,8.12,0,7.98,0,9.18,0,3,1
1206,4.32,1,4.89,1,4.98,1,4.25,2,5,0
1207,6.5,0,6.3,0,6.7,0,6.8,0,4,1
1208,9.48,0,9.69,0,8.89,0,8.9,0,1,1
1209,6.67,1,8.41,2,8.0,1,6.2,0,2,1
1210,3.9,3,3.4,2,4.1,2,4.3,1,5,0
1211,7.56,0,8.41,0,9.46,0,8.0,0,1,1
1212,4.2,2,3.2,2,3.5,2,3.8,0,5,0
1213,7.89,1,8.35,2,6.3,1,5.9,0,1,1
1214,7.56,0,6.5,0,6.01,0,6.07,0,3,1
1215,6.67,0,7.19,0,6.54,0,6.5,0,3,1
1216,4.5,2,3.9,2,4.6,1,3.6,1,5,0
1217,3.4,2,3.5,2,3.6,1,3.9,1,5,0
1218,6.67,0,6.81,0,8.08,0,8.1,0,1,1
1219,7.4,2,5.8,2,5.9,1,5.2,0,4,1
1220,5.7,2,5.85,1,5.6,2,6.0,0,3,1
1221,6.98,0,7.2,0,7.4,0,7.6,0,3,1
1222,5.6,1,5.8,1,5.7,2,6.2,0,1,1
1223,5.5,0,5.73,0,7.5,0,5.6,0,4,1
1224,5.8,1,5.2,1,5.3,0,5.9,0,1,1
1225,7.5,0,6.2,0,6.3,1,6.0,0,2,1
1226,8.71,0,6.8,0,8.0,0,8.0,0,3,1
1227,3.9,2,3.5,1,4.1,2,4.2,2,5,0
1228,7.4,2,5.8,2,5.9,1,5.2,0,4,1
1229,5.67,0,5.8,1,5.17,0,5.6,0,1,1
1230,5.8,0,5.9,1,5.9,0,6.0,0,3,1
1231,7.2,0,7.1,0,6.43,0,7.3,0,5,1
1232,7.2,0,8.43,0,6.43,0,6.5,0,5,1
1233,9.0,0,7.02,0,7.41,0,8.1,0,2,1
1234,4.0,2,4.5,2,4.6,1,4.8,1,4,0
1235,6.2,1,6.2,1,6.3,2,5.6,0,2,1
1236,4.8,1,4.6,1,3.4,2,4.9,2,5,0
1237,5.8,1,5.2,1,5.3,0,5.9,0,1,1
1238,9.16,0,8.56,0,7.22,0,7.0,0,1,1
1239,7.7,0,7.63,0,9.85,0,8.8,0,2,1
1240,4.3,1,4.6,1,3.4,1,3.8,2,5,0
1241,3.7,1,3.8,2,4.2,2,4.1,1,5,0
1242,3.6,1,3.8,2,3.4,2,3.3,1,3,0
1243,7.79,0,8.5,0,8.04,0,8.4,0,3,1
1244,6.3,0,6.2,0,6.8,0,6.7,0,2,1
1245,8.15,0,8.3,0,9.07,0,8.93,0,3,1
1246,3.9,2,3.4,2,4.2,2,3.7,0,4,0
1247,3.6,3,4.5,3,3.7,0,4.2,0,3,0
1248,4.1,3,3.2,1,3.6,2,3.4,2,5,0
1249,8.43,1,6.2,2,6.8,1,6.5,0,2,1
1250,7.75,0,7.78,0,7.68,0,8.93,0,2,1
1251,7.74,0,7.5,1,7.73,0,7.8,0,2,1
1252,4.64,1,4.44,2,4.72,2,4.35,1,5,0
1253,4.3,1,4.6,1,3.4,1,3.8,2,5,0
1254,6.89,0,7.0,0,6.2,0,6.4,0,3,1
1255,4.64,1,4.44,2,4.72,2,4.35,1,5,0
1256,4.2,1,4.1,1,4.5,4,4.8,0,4,0
1257,6.91,0,9.04,0,7.8,0,7.39,0,3,1
1258,7.04,0,7.85,0,6.32,0,6.68,0,3,1
1259,3.6,1,3.5,1,4.2,2,4.1,2,5,0
1260,7.11,0,7.44,0,6.08,0,7.1,0,4,1
1261,6.15,0,6.09,0,6.0,0,7.1,0,2,1
1262,5.65,0,5.7,2,5.9,2,5.8,0,3,1
1263,6.3,0,6.2,0,6.8,0,6.7,0,2,1
1264,6.67,0,7.19,0,6.54,0,6.5,0,3,1
1265,5.9,2,5.8,2,5.6,1,5.9,0,2,1
1266,8.43,1,6.2,2,6.8,1,6.5,0,2,1
1267,8.3,0,8.12,0,9.35,0,7.3,0,3,1
1268,7.44,0,7.41,0,8.32,0,8.29,0,2,1
1269,3.8,2,4.1,1,3.72,1,4.2,2,3,0
1270,6.67,0,6.69,0,6.86,0,7.67,0,3,1
1271,6.2,1,6.3,2,5.9,1,5.8,0,4,1
1272,4.0,2,4.5,2,4.6,1,4.8,1,4,0
1273,6.53,0,6.81,0,7.14,0,7.86,0,3,1
1274,6.5,0,6.3,0,6.7,0,6.8,0,4,1
1275,8.43,1,6.2,2,6.8,1,6.5,0,2,1
1276,4.0,1,4.2,1,4.3,2,3.7,2,4,0
1277,6.12,0,7.82,0,6.58,0,7.1,0,3,1
1278,4.2,1,4.6,1,3.8,1,3.1,1,4,0
1279,4.25,1,4.8,3,4.65,2,4.85,0,5,0
1280,5.6,2,5.8,2,5.8,1,6.2,0,5,1
1281,6.2,1,6.2,1,6.3,2,5.6,0,2,1
1282,8.15,0,8.3,0,9.07,0,8.93,0,3,1
1283,3.6,1,3.95,2,4.25,1,3.94,2,5,0
1284,5.9,2,5.8,2,5.6,1,5.9,0,2,1
1285,5.9,0,5.6,0,5.8,1,6.1,0,5,1
1286,8.25,0,8.2,0,8.26,0,8.3,0,2,1
1287,4.93,0,5.97,0,5.83,0,6.43,0,4,1
1288,8.3,0,8.74,0,7.25,0,9.0,0,1,1
1289,5.5,2,5.2,2,5.85,0,5.9,0,3,1
1290,6.6,0,9.13,0,6.54,0,6.7,0,4,1
1291,7.6,0,8.4,0,7.78,0,7.9,0,1,1
1292,5.5,2,5.2,2,5.85,0,5.9,0,3,1
1293,4.64,1,4.21,1,4.31,1,4.19,1,5,0
1294,4.64,1,4.44,2,4.72,2,4.35,1,5,0
1295,8.89,0,8.26,0,8.04,0,8.5,0,2,1
1296,3.8,3,4.8,3,3.2,2,4.9,1,5,0
1297,6.67,0,6.69,0,6.86,0,7.67,0,3,1
1298,6.2,1,6.3,2,5.9,1,5.8,0,4,1
1299,5.8,0,6.15,0,6.09,0,6.0,0,3,1
1300,3.8,1,3.9,2,4.6,1,3.9,2,5,0
1301,5.6,2,5.8,2,5.8,1,6.2,0,5,1
1302,8.0,0,8.56,0,7.22,0,7.6,0,1,1
1303,7.1,0,6.85,0,7.2,1,7.3,0,3,1
1304,8.25,0,8.2,0,8.26,0,8.3,0,2,1
1305,5.5,0,6.0,0,6.1,0,6.2,0,5,1
1306,7.1,0,6.85,0,7.2,1,7.3,0,3,1
1307,7.56,0,8.41,0,9.46,0,8.0,0,1,1
1308,6.98,0,7.2,0,7.4,0,7.6,0,3,1
1309,7.41,0,8.0,0,8.54,0,8.1,0,1,1
1310,6.2,1,6.2,1,6.3,2,5.6,0,2,1
1311,3.6,1,3.8,2,3.4,2,3.3,1,3,0
1312,6.67,0,6.81,0,8.08,0,8.1,0,1,1
1313,8.25,0,8.2,0,8.26,0,8.3,0,2,1
1314,4.9,4,3.95,1,4.1,2,3.7,1,5,0
1315,3.9,1,3.7,2,4.4,2,4.5,3,5,0
1316,4.7,1,4.73,1,4.32,2,4.55,2,5,0
1317,9.12,0,9.4,0,8.7,0,8.6,0,4,1
1318,5.8,0,5.9,0,5.92,0,6.0,0,2,1
1319,4.2,1,4.1,2,3.6,1,3.4,1,5,0
1320,4.2,1,4.6,1,3.8,1,3.1,1,4,0
1321,3.7,1,3.4,1,3.9,1,3.2,1,5,0
1322,6.63,0,6.6,0,6.58,0,6.3,0,1,1
1323,7.2,0,7.96,0,6.39,0,7.3,0,2,1
1324,6.15,0,6.09,0,6.0,0,7.1,0,2,1
1325,7.87,0,7.15,0,7.42,0,7.5,0,2,1
1326,6.6,0,8.1,0,7.5,0,6.8,0,5,1
1327,3.9,1,3.7,2,4.4,2,4.5,3,5,0
1328,4.25,1,4.8,3,4.65,2,4.85,0,5,0
1329,4.2,1,4.1,1,4.5,4,4.8,0,4,0
1330,3.9,1,3.4,1,3.8,2,4.6,1,5,0
1331,6.1,2,6.1,1,6.5,2,5.9,0,3,1
1332,4.69,2,4.25,2,4.65,1,4.48,1,3,0
1333,5.65,0,5.7,2,5.9,2,5.8,0,3,1
1334,6.3,2,6.2,1,6.7,1,6.2,0,5,1
1335,4.64,1,4.21,1,4.31,1,4.19,1,5,0
1336,9.21,0,9.38,0,9.43,0,9.1,0,2,1
1337,3.8,3,4.8,3,3.2,2,4.9,1,5,0
1338,5.65,0,5.7,2,5.9,2,5.8,0,3,1
1339,9.08,0,9.62,0,9.48,0,9.4,0,1,1
1340,6.5,0,6.3,0,6.7,0,6.8,0,4,1
1341,5.9,0,5.6,0,5.8,1,6.1,0,5,1
1342,3.4,2,3.5,2,4.6,1,3.5,1,5,0
1343,4.97,2,4.95,1,4.87,1,4.85,2,5,0
1344,5.1,2,5.2,0,5.6,1,5.4,0,3,1
1345,4.0,1,4.2,1,4.3,2,3.7,2,4,0
1346,8.89,0,7.19,0,6.54,0,6.9,0,3,1
1347,8.14,2,7.2,1,7.6,1,6.3,0,2,1
1348,3.4,2,4.2,1,4.7,3,4.2,2,5,0
1349,3.2,1,3.9,1,3.8,2,3.5,1,5,0
1350,8.14,2,7.2,1,7.6,1,6.3,0,2,1
1351,5.5,0,5.73,0,7.5,0,5.6,0,4,1
1352,5.8,1,5.2,1,5.3,0,5.9,0,1,1
1353,4.97,2,4.95,1,4.87,1,4.85,2,5,0
1354,7.2,0,7.96,0,6.39,0,7.3,0,2,1
1355,5.8,1,5.2,1,5.3,0,5.9,0,1,1
1356,4.3,1,4.6,1,3.4,1,3.8,2,5,0
1357,8.3,0,8.74,0,7.25,0,9.0,0,1,1
1358,7.5,0,7.6,0,7.5,0,6.82,0,2,1
1359,3.6,2,3.9,1,4.2,1,4.8,1,5,0
1360,3.6,1,3.7,1,4.1,1,3.4,3,5,0
1361,7.74,0,7.5,1,7.73,0,7.8,0,2,1
1362,3.6,1,3.5,1,3.7,2,4.1,1,5,0
1363,7.68,0,7.02,0,7.02,0,7.0,0,4,1
1364,6.67,0,7.19,0,6.54,0,6.5,0,3,1
1365,3.8,3,4.8,3,3.2,2,4.9,1,5,0
1366,7.3,0,7.2,1,6.77,0,6.9,0,2,1
1367,4.9,4,3.95,1,4.1,2,3.7,1,5,0
1368,4.85,1,4.95,1,4.67,2,4.37,1,5,0
1369,4.3,1,4.6,1,3.4,1,3.8,2,5,0
1370,3.8,1,3.9,2,4.6,1,3.9,2,5,0
1371,5.5,0,5.73,0,7.5,0,5.6,0,4,1
1372,4.25,1,4.8,3,4.65,2,4.85,0,5,0
1373,7.11,0,7.44,0,6.08,0,7.1,0,4,1
